DE,RO,EN
multimillionär,multimilionar,multimillionary
haddock,Haddock.,Haddock
schnitzereien,sculptură,carving
hervorgehen,emerge,emerge
micke,Micke.,micke
verfolg,urmărire,pursuit
krummes,escroc,crook
nahmt,s-au alăturat,joined
angedroht,amenințat,threatened
bösartigkeit,malignitate,malignancy
plastischer,plastic,plastic
weisser,alb,white
sekundäre,secundar,secondary
gerad,Drept,straight
unrechtmäßig,ilegal,unlawful
unterhaus,sub casă,under house
regungslos,nemişcat,motionless
pell,Pell.,pell
stacie,Stacie.,stacie
marchese,Martie,march
nuklear,nuclear,nuclear
fußballtraining,antrenament de fotbal,football training
gewöhnte,amestecate,scrambled
mundschenk,gură,mouth
einverständniserklärung,scrisoare de acceptare,letter of acceptance
versicherten,asigurat,insured
gian,Gian.,Gian
mindert,reduce,reduce
fuad,puf,fuzz
wortgewandt,Wifesy.,wifesty
wunschzettel,lista de dorințe,wish list
einweihungsparty,inaugurare,inauguration
manneskraft,Omule,man's
rahim,Rahim.,Rahim
hauptschalter,intrerupător principal,main switch
streicherklänge,Sunete de șir,string sounds
mulholland,Mulholland.,Mulholland
respektable,respectabil,respectable
entsprang,Aleatoriu,random
grußfrequenzen,Frecvențe de salut,greeting frequencies
kastration,castrare,castration
twan,Twan,twan
tauglich,Firma,fitful
ilan,Ilan.,Ilan
tätowierten,tatuat,tattooed
verspottest,subţire,slim
durchzudringen,penetrează,penetrate
spülst,Clătiți,rinse
belebten,plin de viață,lively
reims,rima,rhyme
notebook,caiet,notebook
choreografie,coregrafie,choreography
musikunterricht,Muzică-lecție,music-lesson
schwuli,Supel,swuly
piepston,Beepstone,beepstone
verfasste,scris,written
produktive,productiv,productive
ostafrika,Africa de Est,East Africa
kriminalitätsrate,Rata de criminalitate,crime rate
lor,Lor.,lor
promoten,promova,promote
knallharten,bang,bang
schatzinsel,insula comoara,treasure island
lutschst,aspirat,sucked
entsendet,difuzat.,broadcast
verhasst,urât,hated
cic,CIC.,cic
dickem,gros,thick
cath,Cath.,cath
koexistenz,coexistenţă,coexistence
transsilvanien,Transilvania,Transylvania
brächten,certa,brawl
beschriften,eticheta,label
vertrauensselig,de încredere,trusted
einstreichen,părăsi,quit
weight,greutate,weight
berufsleben,viață profesională,professional life
säubere,pilulă,pill
wartens,aștepta,wait
signaturen,semnătură,signature
sobotka,Sobotka.,Sobotka
irgendeins,orice,any
torrey,Torrey,torrey
vámonos,Vámonos.,Vámonos
augenwinkel,unghiul ochiului,eye angle
sacht,blând,gentle
brunswick,Brunswick.,Brunswick
lurch,Lurch.,lurch
ansatzpunkt,punct de start,starting point
u.s.a.,STATELE UNITE ALE AMERICII.,USA.
schilden,scut,shield
hintretet,fura,steal
muffit,Muffit.,muffit
inspektoren,inspectori,inspectors
philosophischen,filozofic,philosophical
aufzusammeln,ridica,pick up
auszüge,Extras,excerpts
wählerschaft,electorat,electorate
five-0,Cinci-0.,Five-0
unbefangen,instabil,unstable
erzahlen,spune,tell
kapellmeister,Kapellmeister.,kapellmeister
diskus,Discus.,discus
anfällt,toamna,fall
ly,te iubesc,ly
stallungen,grajduri,stables
trockeneis,gheata uscata,dry ice
wohnraum,Sufragerie,Living room
umgestiegen,comutator.,switchful
gleichwohl,cu toate acestea,nevertheless
greek,grec,greek
zor-el,Zor-El.,Zor-El
schattens,umbră,shadow
hefner,drojdie,yeast
mimsy,Mimsy.,mimsy
verkehrspolizei,politia Rutiera,traffic police
ausleeren,a goli,to empty
prominenz,proeminenţă,prominence
karthago,Cartagina,Carthage
schornsteinfeger,Sweeper de fum.,chimney sweeper
lessing,Lessing,Lessing
gently,Genty.,genty
kritikern,critici,critics
forney,Forney,forney
bourgeois,Bourgeois.,bourgeois
brummbär,latra,bark
lexy,lexy.,lexy
aman,un barbat,aman
pup,Pupa,pup
stürbe,puternic,stark
grenoble,Grenoble.,grenoble
versuchtest,încercat,tried
affaire,afacere,affair
authority,autoritate,authority
hexenjäger,vânător de vrăjitoare,witch hunter
ruthy,Ruthy.,ruthy
debbies,Debbies.,Debbies
nom,Nom.,nom
puffy,Puffy.,puffy
dirt,murdărie,dirt
durchblicken,a se uita prin,look through
hafturlaub,adeziune,adhesion
rettich,ridiche,radish
fürcht,feroce,fierce
gilberts,Gilberts.,gilberts
gürkchen,brâu,girdle
schützlinge,protejat,protege
wedelt,Wag.,wag
montecito,Montecito.,Montecito
schnippen,Snap.,snap
autorisation,autorizare,authorization
aufstocken,crește,increase
weinberge,vie,vineyard
fehlschlägt,eșuează,fails
verantwortlicher,responsabil,responsible
steakhaus,restaurant unde se servesc biftecuri,steakhouse
tish,Tish.,Tish
doss,DOSS,doss
einschleichen,intra pe furiș,sneak in
quiero,Quier.,quier
körbchengröße,Dimensiunea coșului,basket size
flood,potop,flood
hinweggekommen,veniți,come across
hasso,Hasso.,hasso
hlt,aluzie,hint
eyre,Eyre.,Eyre
verantwortungen,Responsabilități,responsibilities
betrauert,plâns,mourned
parolen,Insulta,slur
verhungerst,foame de foame,starving
aufriss,Riot,riot
erdnüssen,arahide.,peanuts
hershey,Hershey.,Hershey
unfruchtbarkeit,Infertilitate,infertility
schausteller,raft,shelf
hectors,Hector.,hector
aufzuzwingen,a impune,impose
scherst,sfărâma,shatter
raser,Speeder,Speeder
oberflächlichen,superficial,superficial
feindseligen,ostil,hostile
cyb,Cyb.,Cyb
gwens,Genn.,Genn
warmhalten,Păstrați cald,keep warm
spaßiger,distracţie,fun
knabbert,nibbling.,nibbling
wohnungssuche,Căutare apartament.,Apartment Search
verben,verb,verb
schalttafel,Comutator.,Switchboard
warpfaktor,Warpactor.,warpactor
dries,Se usucă,dries
huldigung,omagiu,homage
one-night-stands,Aventura De O noapte,One night stand
augenhöhle,Priza de ochi,eye socket
justizsystem,Sistem juridic,judicial system
kochkurs,clasa de gatit,cooking class
zukam,s-au alăturat,joined
selbstschutz,auto-protectie,self-protection
großherzog,marele Duce,Grand Duke
gateway,Gateway.,gateway
entlaufen,scurgerile,run off
bauerntölpel,fermă,farm
gaye,homosexual,gay
norville,Norville.,Norville
anymore,analit.,analyte
fünfen,FIPES.,fipes
schlappmachen,Slack.,slack
argumenten,argumente,arguments
allura,alura.,Allura
musizieren,Fă muzică,make music
zweifache,dublu,twofold
bezaubert,încânta,enchant
innenleben,interior,interior
unmenschliche,moştenire,inheritance
bundesbehörde,Agenția Federală,federal agency
unfallopfer,victima accidentului,accident victim
piekst,Puss.,puss
metzler,Sacrificare,Slaughterer
mendes,mendes,mendes
geentert,Gentler.,gentler
stuff,chestie,stuff
anfunken,plictisitor,dull
studebaker,Student.,Studbaker
glucke,Chuck.,chuck
zeitreisenden,calator in timp,time traveler
tanzlehrer,Profesor de dans,dance teacher
einwirken,act,act
baldigen,curând,soon
bevis,Beagle.,beagle
fügst,Fiddly,fiddly
unzulänglich,inadecvat.,inadequate
jauchegrube,Jauch.,jauch
nacktbaden,nud,nude
ungeheuren,enormă,tremendous
thompkins,Thompkins.,thompkins
ungeteilte,nedreptate,undivided
blitzer,camera de viteza,speed camera
jal,Jal.,jal
eckbüro,Birou de colț.,corner office
engem,îngust,narrow
tunken,diploma,dip
smokings,fumat,smoking
geschehn,dragă,dear
outside,in afara,outside
unverbindlich,nu obligatorie,not binding
nia,Nia.,nia
runterspringen,sari jos,jump down
chin-chin,Bărbie bărbie,Chin-Chin
anbei,închis,enclosed
mechanischer,mecanic,mechanical
nordkoreaner,Coreea de Nord,North Korean
lean,a se sprijini,lean
bronski,Bronki.,Bronski
scherbatsky,Sherbatsky.,Sherbatsky
betrank,sanitar,sanitary
narzisst,Narcane.,narcane
bulldogs,Bulldogs.,bulldogs
biologe,biolog,biologist
versiegelte,sigilate,sealed
korrumpieren,corupt,corrupt
klemmbrett,clipboard.,clipboard
begleiche,Stabiliți-vă,settle
nirwana,nirvana,nirvana
landbesitzer,proprietar de teren,landowner
strahle,Beam.,beam
halsketten,colier,necklace
unbefleckt,nefiltrate,unfiltered
ziyal,Zyally,zyal
ethans,ethans.,ethans
trigonometrie,trigonometrie,trigonometry
reingekriegt,armat,reinforced
14-jähriger,De 14 ani,14-year-old
übergangsphase,Faza de tranziție,transitional phase
benützt,folosit,used
lukrative,lucrativ,lucrative
schreibtische,birouri,desks
prioren,Pornior,priorory
lumbalpunktion,punctie lombara,lumbar puncture
anzuwerben,inventa,make up
ips,IPS.,ips
más,Más.,más
across,traversa,cross
reißleine,rupere,tear
landgang,aterizare,landing
auslacht,epuiza,exhaust
maximieren,maximiza.,maximize
anhaltenden,persistent,persistent
dahingerafft,proiect,draft
es.,aceasta.,it.
us-soldaten,Soldații americani,US soldiers
forme,formă,shape
d.b.,D.b.,D.B.
häretiker,eretic,heretic
küchentür,Ușă de bucătărie,kitchen door
familienprobleme,probleme de familie,family problems
polizeieinsatz,Operațiunea poliției,police operation
primär,primar,primary
za,Za.,ZA
leidende,suferinţă,suffering
schützenfest,filmare,shooting
schuhsohlen,tălpi de încălțăminte,shoe soles
verstaubt,Dusty.,dusty
abschießt,filmare,shooting
teamkollegen,coleg de echipă,teammate
teufelsanbeter,diavol,devil
zammis,lut,clay
muzzy,zăpăcit,muzzy
terrys,Terry.,terry
adels,nobleţe,nobility
garagentor,usa de la garaj,garage door
beehive,stup de albine,beehive
gottloser,fără îndoială,godless
vulkans,Vulkan.,vulkan
joggt,jogging.,jogging
lügengeschichten,minciună,lying
quantität,cantitate,quantity
mui,Mui.,mui
thoreau,Thoreau.,thoreau
absetzung,întreruperea tratamentului,discontinuation
färbte,colorat,dyed
deckers,Decantes.,deckers
unheilbare,incurabil,incurable
mexiko-stadt,Mexico City,Mexico city
dns-test,Testul DNS.,DNS test
paladin,paladin,paladin
beurteilungen,hotărâre,judgment
lovisa,Lovisa.,Lovisa
homies,Homies.,homies
hallandsen,Hallands.,Hallands
alvarado,Alvarado.,Alvarado
schadens,deteriora,damage
kif,KIF.,kif
syl,Syl.,syl
morsezeichen,semnul Morse.,morse sign
dellen,Dents.,dents
vorbeikamen,treci pe la,come by
kaminfeuer,vatră,fireplace
insiderinformationen,Informații privilegiate,Insider information
grease,grăsime,grease
fliegeralarm,Alarma de zbor,fly alarm
originelles,original,original
bestände,Stocuri.,stocks
startposition,Poziția de pornire,starting position
lnuki,Lnuki.,Lnuki
blaubart,Bluebar.,bluebar
gesalzen,sărat,salted
lukrativen,lucrativ,lucrative
überraschendes,surprinzător,surprising
verzweifeltes,disperat,desperate
verbindlichsten,legare,binding
allo,allo.,allo
dae,da.,dae
windgeschwindigkeit,viteza vântului,wind speed
arkadia,Arkadia.,Arkadia
hintergrundinformationen,Informații generale,Background information
ausschöpfen,exploata,exploit
scheunen,hambar,barn
dämmerte,Dawned.,dawned
kooperativer,de cooperare,cooperative
puren,pur,pure
zehn-vorne,TEN-FRONT.,ten-front
edelmänner,nobileni.,noblemen
verrücktwerden,Fă-ți nebun,getting crazy
verteufelt,tăiat,tattered
stalins,Stalin.,Stalin
rabauke,bătăuş,bully
pe,PE.,pe
abzukühlen,răcire,cool down
trickfilm,truc,trick
jihad,Jihad.,Jihad
telly,televizor,telly
provokativ,provocator,provocative
unterrichtsstunde,lecţie,lesson
anti,anti-,anti
draufhalten,stai așa,hold on
umstrukturierung,restructurare,restructuring
landluft,Aerul de aterizare,landing air
zirkels,cerc,circle
vorsätzliche,intenționat,intentional
thanksgiving-essen,Ziua Recunostintei,Thanksgiving food
klapperkiste,Rattenkiste.,rattenkiste
tollkühn,tartă,tart
lächelns,zâmbet,smile
nature,natură,nature
beatty,Batty.,batty
epileptiker,epileptic,epileptic
schreibstil,Stilul de scriere,writing style
delbert,Delbert.,Delbert
bissell,Bissh.,bisesh
kaleu,Kale.,kale
underwoods,tufăriş,underwood
schlussplädoyer,Închiderea plus.,closing plus
ici,ICI.,ICI
kugelfisch,Ball Fish.,ball fish
challenger,provocator,challenger
iori,Iori.,Iori
schmissen,uzat,worn
verlaß,Plecarea,leaving
entsetzlicher,groază,horror
bless,binecuvânta,bless
dazugehörigen,asociate,associated
malina,Malina.,Malina
hashimoto,Hashimoto.,Hashimoto
warschauer,Varşovia,warsaw
eintüten,bandă,tape
bedrohe,Bedrow.,bedrow
kundenservice,serviciu clienți,customer service
anpiepsen,regla,adjust
freundschaftliche,prietenos,friendly
ausliefere,livra.,deliver
sitzplätze,scaune,seating
flaschenöffner,deschizator de sticle,bottle opener
lohse,LOHSE.,Lohse
wear,Purta,Wear
heimzugehen,du-te acasă,go home
rundfahrt,tur,tour
verantwortungsgefühl,Sentimentul de responsabilitate,sense of responsibility
yours,a ta,yours
score,Scor,score
förmlichkeiten,Formalități,formalities
hochhäuser,zgârie-nori,skyscrapers
huckleberry,Huckleberry.,huckleberry
trächtig,frumos,pretty
journey,Călătorie,Journey
scheckheft,Carnet de cecuri,Checkbook
calista,Calista.,calista
obelisk,obelisc,obelisk
verklemmte,clamă,clip
trine,trine.,trine
hrt,Herr.,Herr
gatewood,Gatewood.,gatewood
selbstsüchtigen,egoist,selfish
halls,Hale,Halls
verschlag,țesuturi,tissue
iglu,igloo.,igloo
eckpfeiler,colţ,corner
unidentifizierte,neidentificat,unidentified
seraphim,Serafim,Seraph
rumzuschnüffeln,sniff în jurul valorii de,sniff around
torstein,Torstein.,torstein
verbürgen,părtinire,bias
ape,Maimuţă,Ape
achselhöhle,subsuoară,armpit
herausgeberin,editor,editor
flüchtest,refugiat,refugee
verkorksten,A greși,mess up
tierärzte,medic veterinar,veterinarian
verzollen,descompunere,decay
blockt,bloc,block
pt,Pt.,pt
respektierten,apreciat,respected
heimgezahlt,plătit acasă,paid home
bejubelt,bine dispus,cheerful
catcher,Catcher.,catcher
schulfest,Festivalul școlii,School festival
heads,Capete,heads
embargo,embargo,embargo
samanthas,Samanthas.,Samanthas
jakobowsky,Jakobowsky.,Jakobowsky
ads,Reclame,Ads
schussverletzungen,împușcați leziuni,shot injuries
kunz,Kunz.,kunz
nuklearer,nuclear,nuclear
nachkommt,îndeplini,fulfill
kassierst,ciocnire,clash
langfinger,Longfinger.,longfinger
hinschaut,uite,look
jubelschreie,jubilant.,jubilant
vielfraß,omul lup,wolverine
nordischen,Nordic,Nordic
anlüge,carcasă,enclosure
thane,Thane.,thane
fahrgeld,conducere,driving
mias,Mia's,Mia's
goldsucher,Căutator de aur,gold searcher
nymphen,nimfă,nymph
umging,reînviat.,revived
verteidigungs,apărare,defense
lehrstunde,lecţie,lesson
überraschender,surprinzător,surprising
neuere,Mai nou,newer
toxikologischen,toxicologic,toxicological
jugendlich,adolescent,teen
jaaaa,Jaaaa.,Jaaaa
schwermütig,melancolie,melancholy
fehlerhafte,defect,faulty
simonis,Simonis.,Simonis
orca,Orca.,Orca
haruko,Haruko.,Haruko
bs,Bs.,BS
edelmütig,nobil,noble
pancamo,Pancamo.,pancamo
kreuzzüge,Crusades.,crusades
bauprojekt,proiect de constructie,construction project
pendejo,Penejo.,penejo
eisenstange,bară de fier,iron bar
beantragte,solicitat,requested
arbeitsunfall,accident,accident
abschlussarbeit,Teza.,thesis
sechserpack,pachet de sase,six-pack
galoppieren,galop,gallop
cortex,cortex.,cortex
eliminierung,eliminare,elimination
bewandert,rătăcit,wandered
zeitgenosse,contemporan,contemporary
norwich,Norwich.,Norwich
tavern,tavernă,tavern
filmrechte,Drepturile de film,film rights
s01,S01.,S01
klobrille,capac de toaleta,toilet seat
solaris,Solaris.,Solaris
eigner,proprietar,owner
komfortzone,zonă de comfort,comfort zone
boykott,boicota,boycott
butterblume,Buttercup.,buttercup
ratschlägen,sfaturi,advices
beneidenswert,de invidiat,enviable
gq,GQ.,GQ
rankomme,rang,rank
hirnlosen,fără creier,brainless
blickes,uite,look
cordova,Cordova.,Cordova
hinlaufen,alerga,run
stummel,ciot,stub
pfefferkuchen,turtă dulce,gingerbread
säuglinge,bebelus,baby
jackies,Jackie.,jackie
sondieren,sondaj,probing
cleves,Cleves.,Cleves
hänseln,şicana,tease
ruhmreich,glorios,glorious
zinken,Tine,tine
tempolimit,tempolimite,tempolimite
malatesta,Malatesta.,malatesta
herkömmliche,convenţional,conventional
sherpa,Sherpa.,sherpa
verdampfen,evapora,evaporate
aufstoßen,sări,bounce
sheeta,Sheda.,sheeta
auszubeuten,explica,explain
feststellte,stabilit,established
mühsal,laborios,laborious
tanzsaal,sala de dans,dance hall
gottlos,fără îndoială,godless
bürgers,cetăţean,citizen
coffey,Coffey.,Coffey
verdoppele,dublat,doubled
vierundzwanzig,douăzeci și patru,twenty four
sicherheitslücke,bresa de securitate,security breach
yukie,Yukie.,yukie
nowak,Novak.,Novak
feuille,Feuille.,feuille
screen,Ecrane,screens
assoziiert,asociate,associated
candle,lumânare,candle
detaillierten,detaliat,detailed
fenchel,fenicul,fennel
scannte,scanat,scanned
cadillacs,Cadillac.,Cadillac
gefleht,Fled.,fled
musikgeschmack,gust,taste
fantastic,fantastic,fantastic
holzmann,pădurar,woodman
dominikaner,Dominican.,Dominican
prätor,Praetor,praetor
geurteilt,judecat,judged
überlebens,supravieţuire,survival
population,populație,population
henley,Henley.,Henley
flugbegleiter,însoțitor de zbor,flight attendant
drax,DRAX.,drax
flaches,apartament,flat
zuckungen,răsucirea,twitching
hessen,Hesse.,Hesse
veröffentlichungen,publicare,publication
sach,Sacht.,sacht
bennys,Benny.,benny
nikolas,Nikolas.,Nikolas
schlaufe,buclă,loop
jawort,Da cuvântul.,Yes word
mobiliar,mobiliar,mobiliar
unerschrocken,nefavorabil,unfavorable
fliesst,curgere,flowing
abschriften,copie,copy
lykos,Lycos.,lycos
shéhérazade,Shéhérazade.,shéhérazade
s.s.,S.S.,S.S.
urteilskraft,hotărâre,judgment
ers,ERS.,ERS
digitaler,digital,digital
dissoziative,disociativ,dissociative
notte,de urgență,emergency
rosso,Rosso.,Rosso
nagelpistole,pistol de unghii.,nail gun
rituellen,ritual,ritual
versiert,versat,versed
amboy,Amboy.,amboy
nagelstudio,Studio de unghii,nail studio
geschenkten,talentat,gifted
verderbt,corupt,corrupt
citys,Citys.,citys
gefilzt,Felted.,felted
bällchen,Bile.,balls
beantwortung,Răspuns,answer
reptilianer,reptiliană,reptilian
taxen,Taxiuri,Taxis
bar-mizwa,Bar-Mizwa.,Bar-Mizwa
blubbert,Blubberry.,blubberry
maida,Maida.,maida
xing,Xing.,Xing
xev,Xev.,XEV
verzückung,extaz,rapture
landesinnere,interior,interior
mcgarrett,McGarrett.,mcgarrett
direktes,direct,direct
blockhütte,cabana din lemn,log cabin
radiomusik,rază,radius
nervenbahnen,nervos,nerve
gehende,mers pe jos,walking
lakeman,Lakeman.,lakeman
frell,Frell.,frell
schießbefehl,comanda de fotografiere,shooting command
nationalmannschaft,echipa națională,National team
großangriff,un atac mare,big attack
tores,Poartă,gate
vogelkäfig,Birdcage,birdcage
vorübergehenden,temporar,temporary
bayard,Bayard.,Bayard
ausdrückst,expres,express
filmgesellschaft,Societatea de film,film society
gesundheitsminister,ministru,minister
pferdediebe,Calul mor,horse die
verfüttere,moft,fad
masterplan,Planul principal,master plan
brunner,Brunner.,Brunner
marquesa,Marquesa.,Marquesa
kraftvolle,puternic,powerful
geweht,suflare,blowing
sprudel,apă carbogazoasă,sparkling water
energiesignatur,Semnătura energetică,energy signature
angreifers,atacator,attacker
wanderschaft,Drumeții,hiking
walkie,Walkie.,walkie
kneife,cancer,cancer
sith,Soth.,sith
costco,Costco.,Costco
überwinde,a depasi,overcome
musikzimmer,cameră de muzică,music room
semtex,Semtex.,SemTex
geparden,Cheetle.,cheetle
mundwinkel,gură,mouth
zwielichtig,amurg,twilight
umschlungen,ambalaj,wrapping
spieltisch,Joacă tabelul,play table
